Clase,Sexo,Edad,Sobrevivio,V6
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
2nd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
3rd,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
Cre,Masculino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
1st,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
2nd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
3rd,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
Cre,Femenino,Adulto,Si, 
